instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
16039,05/11/2012,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53.00
16040,06/11/2012,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19.00
16041,06/11/2012,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8.00
16042,06/11/2012,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2.00
16043,06/11/2012,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4.00
16044,06/11/2012,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7.00
16045,06/11/2012,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41.00
16046,06/11/2012,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149.00
16047,06/11/2012,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387.00
16048,06/11/2012,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588.00
16049,06/11/2012,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363.00
16050,06/11/2012,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230.00
16051,06/11/2012,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216.00
16052,06/11/2012,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248.00
16053,06/11/2012,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278.00
16054,06/11/2012,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240.00
16055,06/11/2012,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272.00
16056,06/11/2012,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402.00
16057,06/11/2012,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,627.00
16058,06/11/2012,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497.00
16059,06/11/2012,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371.00
16060,06/11/2012,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228.00
16061,06/11/2012,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151.00
16062,06/11/2012,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153.00
16063,06/11/2012,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205.00
16064,07/11/2012,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283.00
16065,07/11/2012,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92.00
16066,07/11/2012,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74.00
16067,07/11/2012,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11.00
16068,07/11/2012,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9.00
16069,07/11/2012,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27.00
16070,07/11/2012,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118.00
16071,07/11/2012,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319.00
16072,07/11/2012,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601.00
16073,07/11/2012,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368.00
16074,07/11/2012,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178.00
16075,07/11/2012,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147.00
16076,07/11/2012,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212.00
16077,07/11/2012,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181.00
16078,07/11/2012,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161.00
16079,07/11/2012,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198.00
16080,07/11/2012,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273.00
16081,07/11/2012,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517.00
16082,07/11/2012,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465.00
16083,07/11/2012,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319.00
16084,07/11/2012,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256.00
16085,07/11/2012,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126.00
16086,07/11/2012,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60.00
16087,07/11/2012,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40.00
16088,08/11/2012,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15.00
16089,08/11/2012,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12.00
16090,08/11/2012,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6.00
16091,08/11/2012,4,1,11,4,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10.00
16092,08/11/2012,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35.00
16093,08/11/2012,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124.00
16094,08/11/2012,4,1,11,7,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423.00
16095,08/11/2012,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668.00
16096,08/11/2012,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275.00
16097,08/11/2012,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161.00
16098,08/11/2012,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171.00
16099,08/11/2012,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235.00
16100,08/11/2012,4,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228.00
16101,08/11/2012,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182.00
16102,08/11/2012,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233.00
16103,08/11/2012,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339.00
16104,08/11/2012,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592.00
16105,08/11/2012,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507.00
16106,08/11/2012,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373.00
16107,08/11/2012,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245.00
16108,08/11/2012,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233.00
16109,08/11/2012,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161.00
16110,08/11/2012,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87.00
16111,09/11/2012,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55.00
16112,09/11/2012,4,1,11,1,0,5,1,1,0.32,0.303,0.53,0.2836,3,17,20.00
16113,09/11/2012,4,1,11,2,0,5,1,1,0.32,0.303,0.53,0.2537,1,11,12.00
16114,09/11/2012,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9.00
16115,09/11/2012,4,1,11,4,0,5,1,1,0.32,0.2879,0.53,0.3582,0,14,14.00
16116,09/11/2012,4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,2,25,27.00
16117,09/11/2012,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,5,126,131.00
16118,09/11/2012,4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,9,332,341.00
16119,09/11/2012,4,1,11,8,0,5,1,1,0.32,0.3182,0.57,0.1642,25,668,693.00
16120,09/11/2012,4,1,11,9,0,5,1,1,0.34,0.303,0.53,0.4179,23,304,327.00
16121,09/11/2012,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,34,163,197.00
16122,09/11/2012,4,1,11,11,0,5,1,1,0.4,0.4091,0.47,0.2985,66,185,251.00
16123,09/11/2012,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,48,214,262.00
16124,09/11/2012,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2985,62,237,299.00
16125,09/11/2012,4,1,11,14,0,5,1,1,0.46,0.4545,0.38,0.194,67,207,274.00
16126,09/11/2012,4,1,11,15,0,5,1,1,0.46,0.4545,0.36,0.2239,78,278,356.00
16127,09/11/2012,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,57,377,434.00
16128,09/11/2012,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654.00
16129,09/11/2012,4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,46,450,496.00
16130,09/11/2012,4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,30,331,361.00
16131,09/11/2012,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,20,235,255.00
16132,09/11/2012,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0,23,176,199.00
16133,09/11/2012,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146,163.00
16134,09/11/2012,4,1,11,23,0,5,1,1,0.32,0.3333,0.81,0.0896,20,142,162.00
16135,10/11/2012,4,1,11,0,0,6,0,1,0.32,0.3333,0.76,0.0896,16,106,122.00
16136,10/11/2012,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76.00
16137,10/11/2012,4,1,11,2,0,6,0,1,0.32,0.3485,0.81,0,2,42,44.00
16138,10/11/2012,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0,9,11,20.00
16139,10/11/2012,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4,6.00
16140,10/11/2012,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0,1,9,10.00
16141,10/11/2012,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16.00
16142,10/11/2012,4,1,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,14,57,71.00
16143,10/11/2012,4,1,11,8,0,6,0,1,0.32,0.3485,0.76,0,16,130,146.00
16144,10/11/2012,4,1,11,9,0,6,0,1,0.36,0.3485,0.66,0.194,43,216,259.00
16145,10/11/2012,4,1,11,10,0,6,0,1,0.4,0.4091,0.58,0,86,264,350.00
16146,10/11/2012,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045,143,323,466.00
16147,10/11/2012,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0,258,348,606.00
16148,10/11/2012,4,1,11,13,0,6,0,1,0.52,0.5,0.39,0,268,383,651.00
16149,10/11/2012,4,1,11,14,0,6,0,1,0.54,0.5152,0.37,0,280,347,627.00
16150,10/11/2012,4,1,11,15,0,6,0,1,0.52,0.5,0.45,0,216,351,567.00
16151,10/11/2012,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0,227,378,605.00
16152,10/11/2012,4,1,11,17,0,6,0,1,0.5,0.4848,0.45,0.194,183,318,501.00
16153,10/11/2012,4,1,11,18,0,6,0,1,0.44,0.4394,0.54,0.1343,103,256,359.00
16154,10/11/2012,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,55,228,283.00
16155,10/11/2012,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0,39,153,192.00
16156,10/11/2012,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0,51,169,220.00
16157,10/11/2012,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193.00
16158,10/11/2012,4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,26,120,146.00
16159,11/11/2012,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124.00
16160,11/11/2012,4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,26,82,108.00
16161,11/11/2012,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,12,58,70.00
16162,11/11/2012,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0,9,39,48.00
16163,11/11/2012,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11.00
16164,11/11/2012,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12.00
16165,11/11/2012,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,3,16,19.00
16166,11/11/2012,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68.00
16167,11/11/2012,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119.00
16168,11/11/2012,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0,94,179,273.00
16169,11/11/2012,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405.00
16170,11/11/2012,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504.00
16171,11/11/2012,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585.00
16172,11/11/2012,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686.00
16173,11/11/2012,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654.00
16174,11/11/2012,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724.00
16175,11/11/2012,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653.00
16176,11/11/2012,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493.00
16177,11/11/2012,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405.00
16178,11/11/2012,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277.00
16179,11/11/2012,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200.00
16180,11/11/2012,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171.00
16181,11/11/2012,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134.00
16182,11/11/2012,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109.00
16183,12/11/2012,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49.00
16184,12/11/2012,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30.00
16185,12/11/2012,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20.00
16186,12/11/2012,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4.00
16187,12/11/2012,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4.00
16188,12/11/2012,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0,1,23,24.00
16189,12/11/2012,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71.00
16190,12/11/2012,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0,16,248,264.00
16191,12/11/2012,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540.00
16192,12/11/2012,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397.00
16193,12/11/2012,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266.00
16194,12/11/2012,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367.00
16195,12/11/2012,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419.00
16196,12/11/2012,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420.00
16197,12/11/2012,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444.00
16198,12/11/2012,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382.00
16199,12/11/2012,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434.00
16200,12/11/2012,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596.00
16201,12/11/2012,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551.00
16202,12/11/2012,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353.00
16203,12/11/2012,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304.00
16204,12/11/2012,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155.00
16205,12/11/2012,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112.00
16206,12/11/2012,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63.00
16207,13/11/2012,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23.00
16208,13/11/2012,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5.00
16209,13/11/2012,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11.00
16210,13/11/2012,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5.00
16211,13/11/2012,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9.00
16212,13/11/2012,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18.00
16213,13/11/2012,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50.00
16214,13/11/2012,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107.00
16215,13/11/2012,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211.00
16216,13/11/2012,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110.00
16217,13/11/2012,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94.00
16218,13/11/2012,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155.00
16219,13/11/2012,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196.00
16220,13/11/2012,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218.00
16221,13/11/2012,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203.00
16222,13/11/2012,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217.00
16223,13/11/2012,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310.00
16224,13/11/2012,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608.00
16225,13/11/2012,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559.00
16226,13/11/2012,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356.00
16227,13/11/2012,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223.00
16228,13/11/2012,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187.00
16229,13/11/2012,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135.00
16230,13/11/2012,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84.00
16231,14/11/2012,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24.00
16232,14/11/2012,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12.00
16233,14/11/2012,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1.00
16234,14/11/2012,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5.00
16235,14/11/2012,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6.00
16236,14/11/2012,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39.00
16237,14/11/2012,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146.00
16238,14/11/2012,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415.00
16239,14/11/2012,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691.00
16240,14/11/2012,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332.00
16241,14/11/2012,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171.00
16242,14/11/2012,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151.00
16243,14/11/2012,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0,40,200,240.00
16244,14/11/2012,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214.00
16245,14/11/2012,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181.00
16246,14/11/2012,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260.00
16247,14/11/2012,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321.00
16248,14/11/2012,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583.00
16249,14/11/2012,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567.00
16250,14/11/2012,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396.00
16251,14/11/2012,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267.00
16252,14/11/2012,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0,5,208,213.00
16253,14/11/2012,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0,6,167,173.00
16254,14/11/2012,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87.00
16255,15/11/2012,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,1,33,34.00
16256,15/11/2012,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16.00
16257,15/11/2012,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7.00
16258,15/11/2012,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2.00
16259,15/11/2012,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5.00
16260,15/11/2012,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37.00
16261,15/11/2012,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147.00
16262,15/11/2012,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410.00
16263,15/11/2012,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646.00
16264,15/11/2012,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323.00
16265,15/11/2012,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153.00
16266,15/11/2012,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166.00
16267,15/11/2012,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213.00
16268,15/11/2012,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217.00
16269,15/11/2012,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201.00
16270,15/11/2012,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217.00
16271,15/11/2012,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342.00
16272,15/11/2012,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563.00
16273,15/11/2012,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573.00
16274,15/11/2012,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386.00
16275,15/11/2012,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285.00
16276,15/11/2012,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224.00
16277,15/11/2012,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153.00
16278,15/11/2012,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125.00
16279,16/11/2012,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65.00
16280,16/11/2012,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21.00
16281,16/11/2012,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9.00
16282,16/11/2012,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6.00
16283,16/11/2012,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5.00
16284,16/11/2012,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36.00
16285,16/11/2012,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130.00
16286,16/11/2012,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367.00
16287,16/11/2012,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711.00
16288,16/11/2012,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351.00
16289,16/11/2012,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198.00
16290,16/11/2012,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218.00
16291,16/11/2012,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290.00
16292,16/11/2012,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278.00
16293,16/11/2012,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251.00
16294,16/11/2012,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267.00
16295,16/11/2012,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383.00
16296,16/11/2012,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580.00
16297,16/11/2012,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505.00
16298,16/11/2012,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332.00
16299,16/11/2012,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227.00
16300,16/11/2012,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178.00
16301,16/11/2012,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162.00
16302,16/11/2012,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128.00
16303,17/11/2012,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106.00
16304,17/11/2012,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87.00
16305,17/11/2012,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49.00
16306,17/11/2012,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21.00
16307,17/11/2012,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7.00
16308,17/11/2012,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11.00
